Date,Close,Log_Return,Target_Bullish_6M,Target_Short_Alert_1M,Target_Short_Alert_3M,Saturn_Lon,Neptune_Lon,Saturn_Speed,Neptune_Speed,Saturn_Retro,Neptune_Retro,Saturn_Neptune_Angle,is_hard_aspect,aspect_intensity,is_applying,Mars_Lon,Mars_Speed,Mars_Retro,Mars_Decl,Mars_OOB,Mars_Volatility_Score,Global_Stability_Index,Havoc_Velocity,Havoc_Alert_Level,OOB_Count,True_Node_Lon,Venus_Uranus_Angle,Flash_Crash_Probability,is_hard_flash,is_uranus_stationary,Jupiter_Speed,Jupiter_Retro,Jupiter_Lon,Uranus_Speed,Uranus_Retro,Uranus_Lon,Pluto_Speed,Pluto_Retro,Pluto_Lon,retrograde_count
2007-09-01,5021.35009765625,,0,0,0,149.86426668406938,320.1332459237765,0.12628880402094472,-0.025486153135090134,0,1,170.2689792397071,0,0.26897923970710735,0,75.59959839619319,0.580158969470983,0,21.93856830807756,False,0.0,892.8045795388732,-0.5304208137674777,0,0,337.070919866591,0.0,0.0,0,0,0.07530420883266079,0,250.9068261520342,-0.03940136144044354,1,347.04013668176367,-0.003224827379511477,1,266.3115366337068,3
2007-10-01,5900.64990234375,0.1613636564839289,0,1,1,153.48817275819007,319.49602168731815,0.11254708404984898,-0.015692942466774818,0,1,166.00784892912807,0,0.0,0,91.12666560601377,0.4426076327757074,0,23.382124090125895,False,4.436667196993113,875.1518193779397,-0.6224920686655651,0,0,336.67456647722463,177.16471123039346,0.5,1,1,0.14721907498376122,0,254.30254056603687,-0.0360424343771452,1,345.8706013258787,0.012652811525716968,0,266.453017890796,2
2007-11-01,5762.75,-0.0236477064552529,0,0,1,156.52551957531517,319.24812859007886,0.08043982670964928,0.0003628673990913301,0,0,162.7226090147637,0,0.0,0,101.17440987399758,0.17851258422598246,0,23.96131860237136,True,1.5,856.0188970125364,-0.5931444814480074,0,0,334.85962974810593,172.729704162476,0.4,0,1,0.1972300474381803,0,259.7058092930676,-0.01858049901764004,1,344.9926487845721,0.026865538436501836,0,267.0758675049002,1
2007-12-01,6138.60009765625,0.0631819277097161,0,1,1,158.26427743351752,319.51337040799336,0.03327014334221556,0.01706961964456183,0,0,161.24909297447584,0,0.0,0,100.59461117107145,-0.22909471199143633,1,25.419377487577623,True,3.0,839.9535715764046,-0.46964271592764817,0,0,331.8093243291053,136.05497458479303,0.9,1,1,0.2232959409205206,0,266.0675869688987,0.0059809867750760986,0,344.79527978262513,0.03524689062461633,0,268.02434179054285,0
2008-01-01,5137.4501953125,-0.1780398336070693,0,0,0,158.41462533770076,320.2711771784013,-0.02362805087751599,0.030823108993686094,1,0,161.85655184070052,0,0.0,1,89.69842182229557,-0.359036909195515,1,26.947789700232423,True,10.273816366721679,836.1664002756418,0.09555967915093788,0,0,329.0569511443364,92.6300299209044,0.5,1,0,0.22869017342762368,0,273.1299846804526,0.031151278465299543,0,345.38252880158166,0.0363383946844625,0,269.1558805044612,1
2008-02-01,5223.5,0.0166107898631287,0,1,1,156.91708024083044,321.3532007080238,-0.0688722092837837,0.037637966141890924,1,0,164.43612046719335,0,0.0,1,84.0931152924628,0.019570235688052263,0,26.6627193258823,True,4.5698364693470985,841.7957697365523,0.25122092740571134,0,0,327.8539872443086,45.35905910511207,0.4,1,0,0.21211289665977667,0,280.0197881567891,0.0494321069817138,0,346.65599351161063,0.02938896980637061,0,270.19422911052783,1
2008-03-01,4734.5,-0.0982915508540078,0,0,1,154.67115676372927,322.4442855307258,-0.07979239976305565,0.03644134065593314,1,0,167.7731287669965,0,0.0,1,89.10364038918098,0.2974516643306322,0,26.253818854303084,True,8.327730291885736,850.2391373985334,0.31237578928187304,0,0,327.6413715679814,0.5395733549120791,0.5,1,0,0.17518278707221902,0,285.68580725944213,0.05699491311511238,0,348.2225911618751,0.01695010460046145,0,270.87615122960483,1
2008-04-01,5165.89990234375,0.0872031938044298,0,1,1,152.53453027296914,323.4544377277804,-0.05221687153659479,0.02760169294873917,1,0,170.91990745481124,0,0.9199074548112378,1,100.94154968442629,0.4476156912705503,0,25.263615357757836,True,0.0,859.4857222521537,0.26824700684403524,0,0,326.8360213892792,0.0,0.0,0,0,0.11069332047883267,0,290.1829492114199,0.05404474994647895,0,349.9718716977765,0.0004918816250038011,0,271.14891802651084,1
2008-05-01,4870.10009765625,-0.0589648274290568,0,1,1,151.68231348027737,324.0823028247224,-0.0028910668514474857,0.013590246179379315,1,0,172.399989344445,1,2.399989344445004,1,115.58916801593392,0.5210353679837672,0,22.84437639524696,False,0.0,865.7814641188545,0.1466490729085308,0,0,324.4978483412464,43.29988646225445,0.4,1,0,0.0252204516914752,0,292.26710188468485,0.041279091733095644,0,351.42373712030326,-0.01435252321489236,1,270.932994405321,2
2008-06-01,4040.550048828125,-0.1867336574113665,0,0,1,152.42751821366153,324.2453488950214,0.0497555818767251,-0.003137825163343889,0,1,171.81783068135985,0,1.817830681359851,0,132.47801030333153,0.5650245921344538,0,18.47029627168204,False,0.0,867.7890099852273,-0.014240029146321831,0,0,321.302646778898,87.78906941706163,1.0,1,1,-0.06961766624945662,1,291.5513326372656,0.020338000664737465,0,352.3947931958989,-0.0240945892658148,1,270.3181188846452,3
2008-07-01,4332.9501953125,0.0698678150126904,0,0,1,154.55789408199115,323.92528840356,0.09003958698154371,-0.017507575681622617,0,1,169.36739432156884,0,0.0,0,149.89205740215388,0.5947971546312611,0,12.572805001448446,False,0.0,864.9219476670754,-0.16911126442653313,0,0,319.1376250377587,135.80675207904218,0.9,1,1,-0.12571907253784775,1,288.4699880620479,-0.0035534455989513825,1,352.6482890570002,-0.02532829337583005,1,269.5547095450314,4
2008-08-01,4360.0,0.0062234089428282,0,1,1,157.79602949166545,323.22511830811976,0.11624876587767592,-0.02628158528323849,0,1,165.4290888164543,0,0.0,0,168.73969237154148,0.6210985748912979,0,5.199541298206129,False,0.0,857.4799406707771,-0.2995743058309017,0,0,318.5245747827658,178.53532684766432,0.5,1,0,-0.10552229751567804,1,284.670015929079,-0.026036952212507722,1,352.1738680227532,-0.017920935001322504,1,268.86298650381895,4
2008-09-01,3921.199951171875,-0.1060743404078513,0,1,1,161.59312695329558,322.3925920850363,0.12600018087265474,-0.02582408111896073,0,1,160.79946513174073,0,0.0,0,188.38925617792393,0.6469978395731841,0,-2.875196609292224,False,0.8053719110380371,846.8440026920467,-0.37290170535413836,0,0,318.47773791149234,134.72749406623214,0.4,1,0,-0.02147614210303121,1,282.6052018392788,-0.03895086528214739,1,351.13390399548626,-0.004032404092846923,1,268.5113677812036,4
2008-10-01,2885.60009765625,-0.3066648325032849,1,1,1,165.31296085109122,321.7403055030102,0.11928387388546878,-0.016413326308350386,0,1,156.42734465191896,0,0.0,0,208.1856150910663,0.67323286305535,0,-10.654713633742388,False,0.0,835.5100307533104,-0.3700537352384572,0,0,317.27326514438823,0.0,0.0,0,0,0.07235220359466754,0,283.38858553651124,-0.03722737575196836,1,349.9548670188328,0.01174279180336385,0,268.6271962940965,2
2008-11-01,2755.10009765625,-0.0462791094173914,1,0,0,168.67545209943313,321.4683726161979,0.0946066016070193,-0.00044266721028433936,0,1,152.79292051676475,0,0.0,0,229.48629430049155,0.7013633101057579,0,-17.723523646537867,False,0.0,825.1798207475551,-0.2861815339192617,0,0,314.1379319236208,88.74098969932953,1.0,1,1,0.15108129407492762,0,286.9157109491651,-0.02091906074530855,1,349.02098706639055,0.026130666169720162,0,269.2239972093777,2
2008-12-01,2959.14990234375,0.0714482569009891,1,1,0,170.93746715641973,321.7093363373018,0.053583819209413214,0.016375579713614478,0,0,150.77186918088208,0,0.0,0,250.9289925286748,0.7281939807436453,0,-22.499348575377585,False,0.0,814.3420311432942,-0.24330472994836327,0,0,310.98960246176495,45.883542698326096,0.9,1,1,0.2021912181774627,0,292.2740096659073,0.0032955749229145884,0,348.74486909672515,0.034793301937687315,0,270.1531246462656,0
2009-01-01,2874.800048828125,-0.0289189083363768,1,1,0,171.766414553384,322.44750365282454,-0.0013824919789015677,0.030343863008928638,1,0,150.68108909944053,0,0.0,1,273.89680826031514,0.7530578211350623,0,-24.086217925327666,True,12.077393804763645,812.2853877800737,0.10347480017162525,0,0,309.4658589711118,0.49599260496177067,0.5,1,0,0.23039378025747295,0,299.03870791502965,0.02881650224579571,0,349.251171059294,0.0361823142461885,0,271.27432277460764,1
2009-02-01,2763.64990234375,-0.0394308891208383,1,0,0,170.87998187789063,323.51961401839077,-0.05355705707739411,0.0374747146876809,1,0,152.63963214050014,0,0.0,1,297.55540296784227,0.7720764879872549,0,-21.575852403968447,False,5.0,820.7496201405368,0.4177432672925079,0,0,309.26333282610545,0.0,0.0,0,0,0.2360508556928633,0,306.32435967138434,0.0479569218730983,0,350.4644164616544,0.029561880267060338,0,272.3136731156499,1
2009-03-01,3020.949951171875,0.0890191008172207,1,0,0,168.96186233095415,324.5754712046141,-0.07857199914465925,0.036790137403359416,1,0,155.61360887365993,0,0.0,1,319.32775783116364,0.781712144695581,0,-16.068538237294238,False,0.0,829.1439053920221,0.30696802055706485,0,0,308.84695889635543,0.0,0.0,0,0,0.22271927694561525,0,312.78822541839975,0.05644566457255752,0,351.94734542466955,0.017916384494955216,0,272.98900160231835,1
2009-04-01,3473.949951171875,0.1397209257354493,1,0,0,166.58834981159166,325.60677126499905,-0.06778320333769265,0.028577700484700652,1,0,159.0184214534074,0,0.0,1,343.5906873373869,0.7816890943287478,0,-7.533481981421456,False,0.0,838.8498684169563,0.30038442210457106,0,0,306.9226817654866,0.0,0.0,0,0,0.18674385222253792,0,319.1950284131773,0.05507272251891168,0,353.704259954381,0.001759047873582662,0,273.2977471993102,1
2009-05-01,4448.9501953125,0.2473758961521429,1,1,0,165.11995202920104,326.2693577450319,-0.02657480580558445,0.014917165356240839,1,0,161.14940571583088,0,0.0,1,6.899278665722829,0.770303082949972,0,1.7050899873913115,False,1.5503606671385857,846.4754238881604,0.19887611969659247,0,0,304.064142788544,0.0,0.0,0,0,0.12849128270634194,0,323.9849704804158,0.04360528006244982,0,355.2067109799413,-0.01320653560177133,1,273.11840475169197,2
2009-06-01,4291.10009765625,-0.0361250240942988,1,0,0,165.1173666104279,326.4747387472282,0.026520664624009656,-0.0018249656839077943,0,1,161.35737213680028,0,0.0,0,30.45793512813801,0.7476555306824355,0,10.740489925612495,False,0.0,850.6608276036097,0.13340110749595624,0,0,301.57225111995035,43.51554445285393,0.9,1,1,0.04354725187671746,0,326.71349065982946,0.023532961425326702,0,356.2656137995989,-0.02350288877365646,1,272.53132404719565,2
2009-07-01,4636.4501953125,0.0774058962421834,1,0,0,166.62130628906797,326.19150048329556,0.07195797770057058,-0.01652115047250692,0,1,159.57019419422758,0,0.0,0,52.45181234263177,0.7168647273412606,0,17.732938524838865,False,0.0,849.6477500942387,-0.19046170708611498,0,0,300.3948433836094,89.58072090579492,0.5,1,1,-0.051186176752266076,1,326.5990568948367,-0.0001446471734941857,1,356.62218965053523,-0.025449022264273237,1,271.7760652091845,4
2009-08-01,4662.10009765625,0.0055169820229173,1,0,0,169.4068696755556,325.51395682236944,0.10520729275220123,-0.02587029837542849,0,1,156.10708714681383,0,0.0,0,74.07620736815355,0.6763270952179607,0,22.208092751568373,False,0.0,842.5665449068647,-0.2694267668057364,0,0,300.22760509016587,0.0,0.0,0,0,-0.12239991886289132,1,323.7643888381601,-0.023299613565791005,1,356.2464838466093,-0.018676955582364083,1,271.0702985399908,4
2009-09-01,5083.9501953125,0.0866225455687446,1,1,0,172.97660040030374,324.68079183709375,0.1223598851269716,-0.026196088178656308,0,1,151.70419143679,0,0.0,0,94.27490492643088,0.6239288850067168,0,23.570943198196975,True,4.2938213051768415,832.5666755730365,-0.36161529324340336,0,0,299.78823683630765,135.40068670234572,0.4,1,0,-0.11603191545002134,1,319.83223812990246,-0.037949114214888335,1,355.26530071380336,-0.005247262560428634,1,270.68615436407515,4
2009-10-01,4711.7001953125,-0.0760397383780455,1,0,0,176.69809381200955,324.0052644262836,0.12298010141589558,-0.017489066612432286,0,1,147.30717061427404,0,0.0,0,111.99566945268955,0.5522621185920451,0,22.406823964789346,False,0.0,816.0242217919287,-0.70208906790117,0,0,297.75335339394576,179.25824143516252,0.5,1,0,-0.038494311622475824,1,317.39243544945003,-0.03840737823341083,1,354.0823148431859,0.010350978904933814,0,270.76159559267194,3
2009-11-01,5032.7001953125,0.065907839687403,1,0,1,180.2989035465212,323.6937391725897,0.10617369013617917,-0.0018798292537845936,0,1,143.3948356260685,0,0.0,0,127.42702870334818,0.4317488593144426,0,19.88959331238596,False,0.0,795.8828823470274,-0.5769862347711978,0,0,294.29331326438626,135.9755442929579,0.9,1,1,0.06331993239141334,0,317.7853811009957,-0.023889839750688743,1,353.08179474944205,0.024910604734237892,0,271.31808040491774,2
2009-12-01,5201.0498046875,0.0329038324981637,1,1,0,183.02124724624798,323.89313393762785,0.07244133735168062,0.015065758988940057,0,0,140.87188669137987,0,0.0,0,137.50453869845978,0.21792193964640647,0,17.969874907292755,False,1.0,782.082195244283,-0.3338128170920527,0,0,291.7845502193303,90.71867383724009,1.0,1,1,0.1456782723105829,0,320.9820331685039,-0.00030535510207545393,1,352.7044809717258,0.034067884687753965,0,272.218503766442,1
2010-01-01,4882.0498046875,-0.0632953171117761,1,0,0,184.51781576649557,324.5967368957754,0.02209838308493907,0.029493942769599504,0,0,140.07892112927982,0,0.0,1,138.7386837440928,-0.16116370586872042,1,18.79650909104306,False,2.0,780.6065124478071,0.34135264947326505,0,0,291.08177647894564,45.262074889612904,0.4,1,0,0.2029871629190675,0,326.4601251991479,0.02564044201857172,0,353.10279362000574,0.03611206725049292,0,273.3268246822647,0
2010-02-01,4922.2998046875,0.0082106876490242,1,0,0,184.33455411008055,325.6507290580798,-0.03316381847660253,0.037176473121587054,1,0,141.31617494799923,0,0.0,1,128.72922484564222,-0.3960530177373792,1,22.44536087966994,False,2.0,797.4348280191864,0.7179168897171166,0,0,290.9887382717332,0.7991119195096417,0.5,1,0,0.2336076026269127,0,333.2929559179804,0.04585069567227509,0,354.23305938391854,0.03005800629646695,0,274.37255245606315,1
2010-03-01,5249.10009765625,0.0642807906756082,1,0,0,182.84145783734564,326.70747740259026,-0.06973874375979805,0.03707792561063276,1,0,143.8660195652446,0,0.0,1,120.83150634948153,-0.11773687164946989,1,23.827599202127068,True,3.0,821.1808160668998,0.9443230583128752,0,0,289.8945564502485,0.3907939457598104,0.5,1,0,0.2415444056622957,0,339.9888361845647,0.05566200500715273,0,355.67663604351185,0.018854566260617007,0,275.0687845634473,1
2010-04-01,5278.0,0.0054905861402059,1,1,0,180.46988919470067,327.75825008496,-0.07639935482643653,0.029459644379737387,1,0,147.28836089025936,0,0.0,1,122.91839088479622,0.2252986890311879,0,22.3149387888133,False,1.0,851.76299608811,0.9858141549107131,0,0,286.84921075407345,44.08461746938224,0.4,1,0,0.2307381037189055,0,347.3635932447059,0.05583757640462884,0,357.4348280143873,0.00296071962557128,0,275.4119728400242,1
2010-05-01,5086.2998046875,-0.0369966257702436,1,0,0,178.54330952350693,328.45450072045935,-0.047099280651825004,0.016241567260418078,1,0,149.91119119695242,0,0.0,1,132.70644069030095,0.4072617769009765,0,18.963649489246176,False,0.0,878.1083415866053,0.6137116878123834,0,0,283.79286812171586,89.62787762164902,0.5,1,0,0.20054599250037117,0,353.8836503749819,0.045789271484610275,0,358.98241764929475,-0.012044689911989434,1,275.26858770746713,2
2010-06-01,5312.5,0.0435119219396464,1,0,0,177.83514506026196,328.70225691334696,0.002946278798277383,-0.0003955145362277667,0,1,150.867111853085,0,0.0,0,147.03902352635941,0.5074871754018473,0,13.812844372160905,False,0.0,890.8308858928938,0.09962694302339514,1,0,282.215947262892,135.81566364199577,0.9,1,1,0.14648619405499294,0,359.3263519900908,0.02677218745945596,0,0.12550990893497307,-0.022798964600089157,1,274.71006696248816,2
2010-07-01,5367.60009765625,0.0103183651877829,1,0,0,178.67308513360916,328.4568044744845,0.05172948689479594,-0.015435146410439023,0,1,149.78371934087534,0,0.0,0,163.220254179559,0.5670066035377617,0,7.41995577570588,False,0.0,897.3210660144366,0.1929141916655226,1,0,281.9421574436294,139.2368827590864,0.4,0,1,0.06947497971647008,0,2.62515962910304,0.0033844985495022294,0,0.5844433533294111,-0.025488004832384344,1,273.96462662188475,2
2010-08-01,5402.39990234375,0.00646238176372,0,0,0,180.92736710515953,327.8034408172927,0.09126510526333366,-0.025474532646105132,0,1,146.87607371213318,0,0.0,0,181.53254516243288,0.6123731098558745,0,-0.19424659455995033,False,4.233727418783559,898.8119225415612,-0.23802487377145098,1,0,281.595223224534,179.82289410495994,0.5,1,0,-0.029434047767160028,1,3.269363635441933,-0.020439261890273577,1,0.3106187381137826,-0.019469262312813266,1,273.24665399761557,4
2010-09-01,6029.9501953125,0.1098954700191153,0,0,0,184.176549352131,326.9712606230349,0.11563468066043853,-0.026563626616100313,0,1,142.7947112709039,0,0.0,0,201.13388615821418,0.6513363794313145,0,-8.185991676317471,False,0.0,880.1409913667032,-0.9744253737039799,1,0,280.006838917787,136.8420403886018,0.4,1,0,-0.11427506605557732,1,0.9298477443805526,-0.036718146124535576,1,359.39527855463956,-0.006465496778802669,1,272.83137965578703,4
2010-10-01,6017.7001953125,-0.0020335922481923,0,1,1,187.80209493456735,326.2739218429135,0.12343797569834888,-0.01850379751095188,0,1,138.47182690834617,0,0.0,0,221.20842888199172,0.6865349843676147,0,-15.449477729366764,False,0.0,850.0607419418516,-0.9266711762144269,0,0,277.21258861130764,135.84192792529868,0.4,1,0,-0.12846291542531724,1,357.0677967758825,-0.039300363313951064,1,358.2170818617663,0.009027913485205673,0,272.8673996593547,3
2010-11-01,5862.7001953125,-0.0260948773294507,0,0,1,191.53287520724643,325.9235186022851,0.11426510510141152,-0.003299813111005595,0,1,134.3906433950387,0,0.0,1,243.03002996547482,0.7208116970566144,0,-21.326712207636977,False,0.0,823.7321047740713,-0.7329217982728551,0,0,274.3897970807972,148.6329369429008,0.4,0,1,-0.05819927063073092,1,354.0015647277025,-0.02671539392986022,1,357.15708456311046,0.023733159241798935,0,273.3839310523948,3
