Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
1999-03-10,43.074337005615234,43.15342085568674,42.41530492168599,43.12705957232957,5232000
1999-03-11,43.28522872924805,43.64110606654698,42.44166763342835,43.390673866225505,9688600
1999-03-12,42.23077392578125,43.1534187993158,41.88807725846842,43.12705751721481,8743600
1999-03-15,43.44339370727539,43.496116272454124,42.098968295217716,42.547110099236946,6369000
1999-03-16,43.81245422363281,43.99698321254102,43.15342212038924,43.627925234724614,4905800
1999-03-17,43.49612808227539,43.86518613873106,43.36432163354122,43.81246355923739,3965000
1999-03-18,44.339698791503906,44.366060086861516,43.43023410166628,43.44341474934509,4848400
1999-03-19,43.206146240234375,44.91962977020096,43.17978495515797,44.91962977020096,7160400
1999-03-22,42.67893600463867,43.49613613814318,42.59985212075114,43.39069095962647,5024800
1999-03-23,41.17631912231445,42.59982823409741,41.09723528277095,42.441660555010415,10962400
1999-03-24,42.5734748840332,42.599836168791114,40.91271394428454,41.54538477847451,8447000
1999-03-25,44.1287841796875,44.1287841796875,42.94911686066658,43.23250063004032,8133800
1999-03-26,43.65428924560547,44.260598818461105,43.469760245171145,43.7597343887108,8256200
1999-03-29,45.2359733581543,45.26233464799005,43.91790886636659,44.18152176472413,5113800
1999-03-30,44.919647216796875,45.55231830435739,44.73511814959173,45.18326016994709,4940600
1999-03-31,44.26060104370117,45.71047183429293,44.128794608192834,45.657749260089595,8256600
1999-04-01,45.18325424194336,45.60503491164645,44.44513806996295,45.55231232793356,8715800
1999-04-05,46.81763458251953,46.88353778435303,45.6313769495165,45.91476071740056,5697200
1999-04-06,46.909915924072266,47.42396108311661,46.369509474820525,46.764928827931556,7522400
1999-04-07,46.42222213745117,47.450312235895574,45.420493323582264,47.344867097593585,11923600
1999-04-08,46.79128646850586,47.01535741779166,45.3941381964885,46.34314456993425,7952400
1999-04-09,47.08127212524414,47.18671730357615,46.58040752816707,46.71221400108209,4946800
1999-04-12,46.76491928100586,47.08125469891571,45.921358166579594,45.97408073623124,10934000
1999-04-13,46.132259368896484,47.16034972054618,45.763201293945315,47.054904556274415,9962200
1999-04-14,44.55057144165039,46.76491937129455,44.29354891410241,46.71219680154112,21253800
1999-04-15,45.1568717956543,45.22936531429881,43.127053273607956,44.70873004403368,17650600
1999-04-16,43.83880615234375,45.05142496353305,43.601554645806715,45.05142496353305,17274000
1999-04-19,41.78263473510742,44.49784696079579,41.341083232386254,44.12878898837213,19460600
1999-04-20,42.73165512084961,43.07435192317598,41.20270015662427,41.59811954392393,17413600
1999-04-21,44.840545654296875,44.86690693922004,42.54711386598187,43.12706213429141,10940400
1999-04-22,46.053157806396484,46.18496421110855,44.965754967521924,45.262319378124076,13630600
1999-04-23,46.65949249267578,47.002189330192614,45.341427732995676,45.815931046480515,7064400
1999-04-26,47.73369598388672,48.08298300406427,46.824231667198,46.97580905331279,5421000
1999-04-27,47.00216293334961,48.32022695279296,46.40244380450289,48.08297542929315,16482800
1999-04-28,45.39413833618164,46.76492532426611,45.18983835238059,46.606757594871745,7676800
1999-04-29,45.025062561035156,45.44684300657178,44.07605655857774,45.18323022811139,19148200
1999-04-30,45.315040588378906,45.894988751813656,43.707002498855275,45.65773723040853,15295200
1999-05-03,45.07780075073242,45.36777490760848,44.31991374980636,45.18324589868735,11109800
1999-05-04,44.366050720214844,45.86864423836829,44.10243782229319,45.15688941397982,15428400
1999-05-05,45.71048355102539,45.71048355102539,43.04799287129439,44.39241885808925,12642600
1999-05-06,44.049713134765625,45.68411302366776,43.627932518274754,45.288693695707565,15173400
1999-05-07,44.68238067626953,44.814187108942896,43.49612278220928,44.44512909745748,16430400
1999-05-10,45.13052749633789,45.43368232473034,44.44513397127668,44.9723597597853,10604200
1999-05-11,45.84226989746094,46.079521438045845,45.23596040485507,45.49957322772719,8800800
1999-05-12,46.79128646850586,46.94945419741348,44.70874470455546,46.053170400270275,12507400
1999-05-13,45.92137145996094,47.23943608280712,45.71048112030555,47.16035220543635,9864000
1999-05-14,45.05144119262695,45.55230566463392,44.708744448622184,45.02507990462659,12205400
1999-05-17,45.86204528808594,46.00044203345881,44.214464986027956,44.6560165069795,9906800
1999-05-18,45.657737731933594,46.079518219064624,45.13051212301981,45.81590541460773,9267800
1999-05-19,46.290428161621094,46.31678945328489,45.130531328414186,45.842286203336606,7985600
1999-05-20,45.01849365234375,46.38928075228337,44.94600010378925,46.38928075228337,5997200
1999-05-21,44.60327911376953,45.288672291640694,44.366027629121824,45.15686591128086,10958600
1999-05-24,43.469749450683594,44.761452132965886,43.17977537915084,44.68236829527513,9569800
1999-05-25,42.04624938964844,44.04970704081664,41.861720395461894,43.41703620360563,17771200
1999-05-26,43.21933364868164,43.39068202850258,41.28177889224486,42.599843352405934,26772000
1999-05-27,43.17977523803711,43.805855617709504,42.494381980290484,43.04796884231661,23334800
1999-05-28,43.89154815673828,44.12879976839633,42.889819129737646,43.44340622360642,12969800
1999-06-01,42.91619110107422,44.02336556436975,42.67893943036803,43.81247519040869,6960200
1999-06-02,43.64109420776367,43.86516506295303,41.815575769897386,42.889797810952274,11996600
1999-06-03,43.0216178894043,43.97062416637645,42.75800503468981,43.97062416637645,11147800
1999-06-04,44.339698791503906,44.491276239810176,43.33796956791464,43.33796956791464,12987200
1999-06-07,45.2623176574707,45.54570141682878,44.550563099082986,44.649417898859056,11491800
1999-06-08,44.1287841796875,45.578654627646166,43.898122972057706,45.36776438067036,8134800
1999-06-09,44.866912841796875,44.992128961655006,44.26060320879962,44.28696449719081,8384400
1999-06-10,44.352840423583984,44.6559950535223,43.81902466217086,44.39238233183681,9392400
